coverage,balanced_error,worst_error
0.19997546313335787,0.21778225806451618,0.23750000000000004
0.20991289412342043,0.2128640404659718,0.23750000000000004
0.21997300944669365,0.20865075890251022,0.23750000000000004
0.22991044043675624,0.2045916945373467,0.23750000000000004
0.23997055576002946,0.2071901234567901,0.24691358024691357
0.24990798675009201,0.2083556858586489,0.25609756097560976
0.25996810207336524,0.20536836811667086,0.25609756097560976
0.2699055330634278,0.21023441901759138,0.2650602409638554
0.279965648386701,0.21288292387018504,0.27380952380952384
0.2899030793767636,0.21127948766167287,0.27380952380952384
0.2999631947000368,0.2128710431105021,0.2790697674418605
0.30990062569009935,0.22073793720635393,0.2954545454545454
0.3199607410133726,0.22094155844155844,0.2954545454545454
0.3298981720034352,0.22077610010135962,0.2954545454545454
0.33995828732670835,0.2232737601488073,0.3033707865168539
0.34989571831677097,0.2254324563520798,0.3111111111111111
0.3599558336400442,0.23306459015390263,0.32608695652173914
0.36989326463010674,0.24320475847152123,0.34736842105263155
0.37995337995337997,0.2420182855714762,0.34375
0.3898908109434425,0.24327458256029688,0.34693877551020413
0.39995092626671574,0.24715679413559827,0.3535353535353535
0.4098883572567783,0.24663195807551141,0.3535353535353535
0.4199484725800515,0.2540593463319842,0.36633663366336633
0.4298859035701141,0.2536943232965671,0.36633663366336633
0.4399460188933873,0.25843624353819644,0.375
0.44988344988344986,0.2669367175548687,0.38888888888888884
0.4599435652067231,0.2652426990431937,0.38181818181818183
0.4698809961967857,0.2663123167155425,0.38181818181818183
0.4799411115200589,0.28316104065985975,0.4137931034482759
0.4898785425101215,0.28731708607869594,0.41880341880341876
0.4999386578333947,0.2925213057922866,0.4285714285714286
0.5099987731566679,0.30228323478078606,0.44715447154471544
0.5199362041467305,0.3076255774373936,0.45599999999999996
0.5299963194700037,0.31110770488452894,0.46031746031746035
0.5399337504600662,0.314407938127996,0.4645669291338582
0.5499938657833394,0.32051070666816345,0.4732824427480916
0.559931296773402,0.3230226452248113,0.4772727272727273
0.5699914120966753,0.3332414895004565,0.49264705882352944
0.5799288430867379,0.3424094490641253,0.5071428571428571
0.5899889584100111,0.34982569937563507,0.5174825174825175
0.5999263894000736,0.3581798310722138,0.5306122448979591
0.6099865047233468,0.36131560665142753,0.5337837837837838
0.6199239357134094,0.36978789734454154,0.5454545454545454
0.6299840510366826,0.37570464013427973,0.5534591194968553
0.6399214820267451,0.37708989930638753,0.5527950310559007
0.6499815973500184,0.38087357217030116,0.5555555555555556
0.659919028340081,0.38528166873231534,0.5609756097560976
0.6699791436633542,0.38888011535292505,0.5636363636363637
0.6799165746534167,0.3919677193542099,0.5654761904761905
0.6899766899766899,0.39823135073456,0.5730994152046784
0.6999141209667525,0.4034425037302672,0.5780346820809248
0.7099742362900258,0.40771624520378263,0.5819209039548023
0.7199116672800884,0.4108914488511103,0.5865921787709497
0.7299717826033616,0.4123357936159067,0.5856353591160222
0.7399092135934241,0.41960181020447584,0.5967741935483871
0.7499693289166973,0.42663968294871907,0.6052631578947368
0.7599067599067599,0.4318117919026991,0.609375
0.7699668752300332,0.4345010600339517,0.6113989637305699
0.7799043062200957,0.4396882920611502,0.6180904522613065
0.7899644215433689,0.4433595089636779,0.6218905472636815
0.7999018525334315,0.44586346098997365,0.6237623762376238
0.8099619678567047,0.4529035634368759,0.6346153846153846
0.8198993988467672,0.4566190696887437,0.638095238095238
0.8299595141700404,0.46185875939397064,0.6431924882629108
0.839896945160103,0.46220745070628955,0.6401869158878505
0.8499570604833763,0.465755087626363,0.6435185185185186
0.8598944914734389,0.471121849310868,0.6515837104072398
0.8699546067967121,0.4719525269593696,0.6502242152466368
0.8798920377867746,0.47521999904035317,0.6533333333333333
0.8899521531100478,0.478898258385372,0.6563876651982379
0.8998895841001104,0.4818896510360271,0.6593886462882096
0.9099496994233837,0.48473131377389655,0.6623376623376623
0.9198871304134462,0.4852602342511651,0.6594827586206897
0.9299472457367194,0.48883339034441675,0.6623931623931624
0.939884676726782,0.49068138971182335,0.6638297872340426
0.9499447920500552,0.4934103875930487,0.6652542372881356
0.9598822230401178,0.49736079509578685,0.6680672268907564
0.9699423383633909,0.5012789155578746,0.6708333333333334
0.9798797693534536,0.5046381856302757,0.6721991701244814
0.9899398846767268,0.5077235823864625,0.6735537190082644
1.0,0.5118086495918883,0.6775510204081633
