coverage,balanced_error,worst_error
0.00981474665685192,0.5,1.0
0.01975217764691449,0.5,1.0
0.029689608636977057,0.5,1.0
0.03950435529382898,0.5,1.0
0.049441786283891544,0.5,1.0
0.059379217273954114,0.5,1.0
0.06919396393080604,0.5,1.0
0.07913139492086861,0.5007751937984496,1.0
0.08906882591093117,0.5006887052341598,1.0
0.09900625690099374,0.5006195786864932,1.0
0.10882100355784566,0.5011273957158963,1.0
0.11875843454790823,0.5015495867768596,1.0
0.1286958655379708,0.5042938931297709,1.0
0.13851061219482272,0.5053191489361701,1.0
0.1484480431848853,0.5049627791563276,1.0
0.15838547417494786,0.5046511627906977,1.0
0.16820022083179978,0.5058394160583941,1.0
0.17813765182186234,0.50723638869745,1.0
0.18807508281192492,0.5078328981723237,1.0
0.19801251380198748,0.5074441687344913,1.0
0.2078272604588394,0.5070921985815603,1.0
0.21776469144890198,0.5070501974055274,1.0
0.22770212243896454,0.5070194384449245,1.0
0.23751686909581646,0.5075051759834368,1.0
0.24745430008587904,0.5099354197714854,1.0
0.2573917310759416,0.5102674307545367,1.0
0.26720647773279355,0.5105795768169273,1.0
0.2771439087228561,0.5115299334811529,1.0
0.28708133971291866,0.5113441780821918,1.0
0.2970187707029812,0.5120033112582781,1.0
0.30683351735983316,0.5136217948717949,1.0
0.3167709483498957,0.5137810559006211,1.0
0.3267083793399583,0.5160015060240963,1.0
0.3365231259968102,0.5164533820840951,1.0
0.3464605569868728,0.5186500888099468,1.0
0.35639798797693534,0.5196823204419889,1.0
0.3663354189669979,0.5194957983193278,1.0
0.37615016562384984,0.5196399345335516,1.0
0.3860875966139124,0.4196360153256705,0.8
0.39602502760397496,0.3974159402241594,0.75
0.4058397742608269,0.40051640340218714,0.75
0.41577720525088946,0.3945338122754959,0.736842105263158
0.425714636240952,0.39768793179703826,0.736842105263158
0.43552938289780396,0.4063031161473088,0.75
0.4454668138878665,0.36549302282598656,0.6666666666666667
0.4554042448779291,0.3445560684224817,0.6206896551724138
0.46534167586799163,0.35294091593586674,0.6333333333333333
0.4751564225248436,0.3562190996617226,0.6333333333333333
0.48509385351490614,0.31912540411774715,0.5555555555555556
0.4950312845049687,0.33803996303996303,0.5897435897435898
0.5048460311618206,0.3379701138690327,0.5853658536585367
0.5147834621518832,0.3485572211738222,0.6046511627906976
0.5247208931419458,0.3584882377651754,0.6222222222222222
0.5345356397987977,0.37153583584745103,0.6458333333333333
0.5444730707888603,0.3781369006932917,0.653061224489796
0.5544105017789228,0.3804761322906484,0.6545454545454545
0.5643479327689854,0.3737871817063727,0.6379310344827587
0.5741626794258373,0.373773941025403,0.6349206349206349
0.5841001104158999,0.3756267156340482,0.6323529411764706
0.5940375414059624,0.39072979890100734,0.6575342465753424
0.6038522880628143,0.3961594639193649,0.6621621621621622
0.6137897190528769,0.39805635969363234,0.6578947368421053
0.6237271500429395,0.4062722088038544,0.6708860759493671
0.6335418966997914,0.40730539707521807,0.6666666666666667
0.643479327689854,0.41035329070593557,0.6666666666666667
0.6534167586799166,0.4120528816600489,0.6630434782608696
0.6633541896699792,0.4178199079736735,0.6701030927835052
0.6731689363268311,0.420580303349081,0.6701030927835052
0.6831063673168937,0.42910237639373805,0.6826923076923077
0.6930437983069562,0.4332801941085644,0.6851851851851851
0.7028585449638082,0.4357029688998361,0.6846846846846847
0.7127959759538707,0.4381389050280672,0.6837606837606838
0.7227334069439333,0.4396084837261308,0.680672268907563
0.7326708379339958,0.431849930569745,0.6585365853658536
0.7424855845908478,0.43506486439423625,0.6612903225806452
0.7524230155809103,0.4442212943309112,0.6744186046511628
0.7623604465709729,0.44372302227900046,0.6691176470588236
0.7721751932278248,0.44460688758934375,0.6666666666666667
0.7821126242178874,0.44366777264525775,0.6618705035971223
0.7920500552079499,0.44541417016511486,0.6619718309859155
0.8018648018648019,0.44613801530645053,0.6575342465753424
0.8118022328548644,0.44428370098917824,0.6490066225165563
0.821739663844927,0.44700111929635156,0.6493506493506493
0.8316770948349895,0.44841095917095214,0.6451612903225806
0.8414918414918415,0.44918755280202766,0.6415094339622642
0.851429272481904,0.4520735203581667,0.6419753086419753
0.8613667034719666,0.4549234515419724,0.6441717791411044
0.8711814501288185,0.4627480373369599,0.6547619047619048
0.8811188811188811,0.46498308945476374,0.653179190751445
0.8910563121089436,0.4675811760616167,0.6538461538461539
0.9008710587657957,0.4710336973652383,0.6559139784946236
0.9108084897558582,0.4825564979727365,0.6734693877551021
0.9207459207459208,0.4890075290896646,0.6799999999999999
0.9306833517359833,0.48634479466439395,0.6698564593301435
0.9404980983928353,0.48949384037728666,0.6697674418604651
0.9504355293828978,0.49271867433690647,0.6697247706422018
0.9603729603729604,0.49716666979785074,0.6741071428571428
0.9701877070298123,0.501799402349591,0.6769911504424779
0.9801251380198749,0.5053141745999774,0.6781115879828326
0.9900625690099374,0.5130661139109884,0.6887966804979253
1.0,0.5182011079159718,0.6938775510204082
