coverage,balanced_error,worst_error
0.00981474665685192,0.5,1.0
0.01975217764691449,0.5,1.0
0.029689608636977057,0.5,1.0
0.03950435529382898,0.5,1.0
0.049441786283891544,0.5,1.0
0.059379217273954114,0.5,1.0
0.06919396393080604,0.0026642984014209614,0.005328596802841923
0.07913139492086861,0.002329192546583869,0.004658385093167738
0.08906882591093117,0.0027700831024930483,0.005540166204986097
0.09900625690099374,0.0025000000000000022,0.0050000000000000044
0.10882100355784566,0.003981797497155881,0.007963594994311762
0.11875843454790823,0.004175365344467663,0.008350730688935326
0.1286958655379708,0.0048169556840076955,0.009633911368015391
0.13851061219482272,0.0044762757385855,0.008952551477171
0.1484480431848853,0.04031294792164358,0.0714285714285714
0.15838547417494786,0.03803552769070012,0.06666666666666665
0.16820022083179978,0.09683940966372395,0.18181818181818177
0.17813765182186234,0.09068627450980388,0.16666666666666663
0.18807508281192492,0.09956470414637747,0.18518518518518523
0.19801251380198748,0.11632822376738305,0.21875
0.2078272604588394,0.10693188667872211,0.19999999999999996
0.21776469144890198,0.10806916426512964,0.19999999999999996
0.22770212243896454,0.10966316951960242,0.19999999999999996
0.23751686909581646,0.12033934252386003,0.21999999999999997
0.24745430008587904,0.12551467955603296,0.22807017543859653
0.2573917310759416,0.12868825646058224,0.23333333333333328
0.26720647773279355,0.12212676107612219,0.2153846153846154
0.2771439087228561,0.13293688082261662,0.23529411764705888
0.28708133971291866,0.1393882446779583,0.2465753424657534
0.2970187707029812,0.15630443072546818,0.27710843373493976
0.30683351735983316,0.16910217219476426,0.29885057471264365
0.3167709483498957,0.17243836051543798,0.29670329670329665
0.3267083793399583,0.17793348386111807,0.2989690721649485
0.3365231259968102,0.1781063185773742,0.29000000000000004
0.3464605569868728,0.18755119607924808,0.30188679245283023
0.35639798797693534,0.1916004363409693,0.30434782608695654
0.3663354189669979,0.19135599827653416,0.2941176470588235
0.37615016562384984,0.1943486690421295,0.29230769230769227
0.3860875966139124,0.20006285491352033,0.2971014492753623
0.39602502760397496,0.20536311474493052,0.29655172413793107
0.4058397742608269,0.216356343677433,0.31333333333333335
0.41577720525088946,0.22371043701484772,0.32098765432098764
0.425714636240952,0.22625831512415995,0.3195266272189349
0.43552938289780396,0.2412133201450709,0.34444444444444444
0.4454668138878665,0.2494473770512481,0.3532608695652174
0.4554042448779291,0.25800189393939393,0.36458333333333337
0.46534167586799163,0.26572821398968827,0.3737373737373737
0.4751564225248436,0.27467953450289256,0.3842364532019704
0.48509385351490614,0.28080336974824427,0.38942307692307687
0.4950312845049687,0.28874345549738223,0.4
0.5048460311618206,0.2919301535951586,0.3981900452488688
0.5147834621518832,0.29996551358234297,0.4078947368421053
0.5247208931419458,0.30824194761248275,0.4177215189873418
0.5345356397987977,0.31596915880932513,0.4238683127572016
0.5444730707888603,0.32300504272846253,0.43145161290322576
0.5544105017789228,0.32267186040610507,0.4252873563218391
0.5643479327689854,0.3290447579805188,0.43445692883895126
0.5741626794258373,0.3339349791757093,0.43795620437956206
0.5841001104158999,0.3363574776038512,0.4357142857142857
0.5940375414059624,0.3473471304769408,0.4517241379310345
0.6038522880628143,0.3572962052962053,0.46464646464646464
0.6137897190528769,0.3601815212612273,0.46557377049180326
0.6237271500429395,0.36721191597531144,0.47284345047923326
0.6335418966997914,0.3741813906041941,0.4811320754716981
0.643479327689854,0.38395223479259716,0.49386503067484666
0.6534167586799166,0.38784328089355125,0.4984984984984985
0.6633541896699792,0.3926597071153443,0.501466275659824
0.6731689363268311,0.40134773099139953,0.5128939828080229
0.6831063673168937,0.4080061977932425,0.5223463687150838
0.6930437983069562,0.41527129344305663,0.5309973045822103
0.7028585449638082,0.41749294014621524,0.5289473684210526
0.7127959759538707,0.4281467207521988,0.5431472081218274
0.7227334069439333,0.43494178942443523,0.5511221945137157
0.7326708379339958,0.43353827118037463,0.5450121654501217
0.7424855845908478,0.43576263542728655,0.544578313253012
0.7524230155809103,0.44251333065764575,0.5537383177570093
0.7623604465709729,0.44851368229017746,0.562076749435666
0.7721751932278248,0.4495879209651799,0.5607064017660044
0.7821126242178874,0.4527834122154609,0.5620915032679739
0.7920500552079499,0.4558206737707132,0.5638297872340425
0.8018648018648019,0.46062267973087856,0.5690721649484536
0.8118022328548644,0.46499674959328663,0.5737373737373737
0.821739663844927,0.46857020609862826,0.5779092702169626
0.8316770948349895,0.47312922454627704,0.5833333333333333
0.8414918414918415,0.4778411891600458,0.5874524714828897
0.851429272481904,0.48137824307568966,0.5895522388059702
0.8613667034719666,0.4859717311095034,0.5959780621572213
0.8711814501288185,0.49158420967002414,0.6021505376344086
0.8811188811188811,0.49899066041472356,0.612736660929432
0.8910563121089436,0.5024035007261332,0.6139455782312926
0.9008710587657957,0.5048979696705285,0.6144781144781144
0.9108084897558582,0.507551890289103,0.6167763157894737
0.9207459207459208,0.5120891606343851,0.6225806451612903
0.9306833517359833,0.5168433022474072,0.6277602523659306
0.9404980983928353,0.5213483886489843,0.6319875776397516
0.9504355293828978,0.5262892712140979,0.6381679389312978
0.9603729603729604,0.5300796521099865,0.6433878157503714
0.9701877070298123,0.5310393231139865,0.6418128654970761
0.9801251380198749,0.5334237654388048,0.6440922190201729
0.9900625690099374,0.5376160121442499,0.6477272727272727
1.0,0.5410296818619151,0.6502808988764045
